snapped_at,price,market_cap,total_volume
1430006400,0.008026846,256125029.6895908,632072.1372709452
1430092800,0.008060212,257189683.58407247,100326.29376356913
1430179200,0.008037453,256463474.51551688,435646.4558642411
1430265600,0.008017439,255824867.45247644,262166.72250487196
1430352000,0.007912732,252483823.63603988,563851.8377333258
1430438400,0.007813383,249313724.62940443,505242.12616872933
1430524800,0.007523931,240077735.63587743,2159727.763731245
1430611200,0.007538041,240527954.4870508,437391.4552906824
1430697600,0.007561392,241273063.05518702,182288.74980789467
1430784000,0.007368375,235114165.72285563,554266.4159916029
1430870400,0.007359909,234844043.83817786,441133.09154917795
1430956800,0.007213213,230163173.47900444,966734.4412227006
1431043200,0.006881933,219592520.97291797,931983.7144
1431129600,0.006603687,210714098.67257413,639446.7019715194
1431216000,0.006658437,212461067.33111694,252413.8971
1431302400,0.006585009,210118100.5005639,67763.93815060881
1431388800,0.006322455,201740385.33414832,355658.8612653525
1431475200,0.005737675,183080908.39650664,1222401.3574562843
1431561600,0.006534164,208495716.98236537,990976.8542198602
1431648000,0.00662716,211463067.6964682,467420.88078784687
1431734400,0.00655908,209290737.03405437,182847.54657943442
1431820800,0.00658984,210272248.63621083,235787.48225875793
1431907200,0.006767123,215929079.80756143,303130.7415894043
1431993600,0.0068018,217035577.89191103,145157.0509
1432080000,0.006909413,220469369.1622466,305313.4451056279
1432166400,0.006780547,216357428.17934433,472593.09719923965
1432252800,0.006896159,220046435.00794086,399468.5659285029
1432339200,0.007778883,248212885.66522756,1200481.5645711946
1432425600,0.008963105,285999699.75165045,1457278.4599720156
1432512000,0.008380196,267399922.39806402,479474.8978388938
1432598400,0.008246722,263140957.97488913,244931.68752303548
1432684800,0.00759258,242268219.27502665,674742.6732427458
1432771200,0.007862677,250886640.73438555,491307.5514289878
